,_STATE,FMONTH,GENHLTH,PHYSHLTH,MENTHLTH,POORHLTH,MEDCOST1,CHECKUP1,SLEPTIM1,CVDINFR4,CVDCRHD4,CVDSTRK3,ASTHMA3,ASTHNOW,CHCCOPD3,ADDEPEV3,HAVARTH4,DIABETE4,MARITAL,RENTHOM1,EMPLOY1,PREGNANT,BLIND,DECIDE,DIFFWALK,LCSFIRST,LCSLAST,LCSNUMCG,LCSCTSC1,LCSSCNCR,LCSCTWHN,DRNK3GE5,MAXDRNKS,COVIDPOS,COVIDSMP,COVIDPRM,PDIABTS1,PREDIAB2,DIABTYPE,INSULIN1,CHKHEMO3,EYEEXAM1,FEETSORE,COVIDVA1,COVIDNU1,COVIDFS1,COVIDSE1,COPDCOGH,COPDFLEM,COPDBRTH,COPDBTST,COPDSMOK,CNCRDIFF,CNCRAGE,CNCRTYP2,CAREGIV1,CRGVHRS1,CRGVPRB3,SDHSTRE1,MARIJAN1,ASBIRDUC,QSTLANG,MSCODE,_RFHLTH,_PHYS14D,_MENT14D,_HLTHPLN,_TOTINDA,_MICHD,_ASTHMS1,_DRDXAR2,_RACEPR1,_SEX,_AGE_G,HTIN4,WTKG3,_BMI5,_BMI5CAT,_CHLDCNT,_EDUCAG,_INCOMG1,_SMOKER3,_SMOKGRP,_LCSREC,DROCDY4_,_RFDRHV8
CVDCRHD4,-0.003995903570699853,-0.0003645817509075103,-0.003902658342150533,-0.01148644922358053,0.008217416074876607,-0.007026673908068273,0.044184206169667985,0.04380047249276016,-0.002171781742418653,0.23865966232734537,1.0,0.18333676252105166,0.11791071830776481,0.013306749249695824,0.14862068645516874,0.1028614604293883,0.1081179467927743,0.0851727337001493,0.038141882606585194,0.054094485550750436,-0.007895005097714462,0.1128651078820706,0.05835418843316449,0.053738654299071,0.06947335291794064,-0.00571405248163646,-0.024561892548980953,-0.017643293453961463,0.05936200501483528,0.03805086189905127,0.006091356515896232,0.015178056818320962,0.01742211615580006,0.04429799185879409,0.010453177956600317,0.01833910514258097,0.03927328750116738,0.06525500884531818,0.04201064321631248,0.02401879904650244,0.02062987233947587,0.029063637030034763,0.03471496510127471,0.045167369834749595,-0.02083142778158616,0.02182477786796852,0.01822186320970209,0.03648974215822212,0.028741974785726758,0.044585981973769784,0.03316677393678713,-0.030925519290530827,0.013462681643219463,-0.005121835155051838,-0.007647055004126848,0.04048344560866218,0.020284261106249462,0.014579622481329038,0.005272635325670835,0.018417683319646296,0.004068826862335946,0.005933954430341497,0.001626027733260789,0.02233212535531225,0.021850368848770434,0.032150264939299865,0.034995036785385306,0.03625167401719721,0.40886977250098183,0.0687216448293107,0.023451665755913047,0.013575076013005468,0.014164205421464989,-0.030183884028755183,-0.010514096552231877,-0.014735034808525385,-0.00950882699919294,-0.014541113849500902,0.029735767365584094,0.004486977641363843,0.023807416319051297,0.018219745847460413,0.004823140732012569,-0.005985426580754254,0.02049177931707304,0.022750949939355666
CVDSTRK3,-0.0013752931245497033,-7.115868405556763e-05,-0.04256525996405023,-0.04970771289547154,-0.01691533840500176,-0.047369210216367294,0.06117857938432977,0.055439544363269505,-0.007197883382134115,0.23155998223376673,0.18333676252105166,1.0,0.17860990685484407,0.01712055086512818,0.19732475176706785,0.13914861357090097,0.15213481308188384,0.12865650161091918,0.035607101666372515,0.054764290116384576,-0.04776472290815129,0.10806901691700341,0.10107317088954611,0.08294792127711874,0.11909601597756903,0.007555290123770722,-0.055104660118259374,-0.022453261850569103,0.06502677849339648,0.002631653490673208,0.008669898862997872,0.0036513982352120015,0.016522067735074464,0.0569528795196739,0.0068561578443873715,-0.0006996731871397918,0.04095032667199782,0.08792904836108337,0.000436313176716079,0.02868472048807572,-0.0103982003694877,0.0031983870243071106,0.0003588775569008008,0.05901911196858354,-0.008490215407409383,-0.005189660682605435,-0.010109327028436945,0.035435380781445314,0.04241481321993287,0.07937614657825187,0.06619754425042546,-0.042607670089756966,-0.0038921286189187295,-0.02926857130968802,0.01791719298091147,0.03908016769334527,0.00359291570163799,-0.004756726148444328,0.013660555368634565,-0.0019215855392637983,0.0017329021742526615,0.013762496973491214,-0.0009576275768248455,-0.00426018900662267,-0.0072463259483602285,0.018364898926903364,0.03480444992679798,0.02671544733054914,0.0994630956566308,0.10344492735165343,0.045024780997289814,0.013620681293618056,-0.0016377217888415491,-0.057360255131144344,0.010103392102400953,-0.004350346436379569,-0.008526945512293018,-0.009421505485099731,0.04533061859175572,0.0532377705468328,0.04330280855540407,0.0329877229008873,0.0326314842601181,-0.0016925039143051584,0.024942895074914564,0.02512041139969611
ASTHMA3,-0.005721135727021196,-0.002383531135460213,-0.0688409810667855,-0.04513584425373983,-0.05786972287192707,-0.04790304937378927,0.07059688468481076,0.04319996624933388,0.0338442983142091,0.1261005214651256,0.11791071830776481,0.17860990685484407,1.0,,0.21791440051454616,0.17093547440090076,0.14700784389558796,0.09813675556116319,-0.002009649620920666,0.02180724561695266,0.0005157864715668106,0.06957522532234345,0.07715390090237553,0.08938802385005433,0.10185165412805698,0.03252908447132288,0.012135233622756935,-0.002056909933120838,0.06163694324085111,0.021865831915269526,0.0076149131565049055,-0.0030037501924718483,-0.0009500788919247217,0.0716999428853048,0.027751023246392628,0.048553630312330655,0.028251042132838074,0.08063249828467886,0.0015926461933152706,0.03002000528468998,-0.014471337754766778,0.00614519663330818,0.04551655407436182,0.04470273728773675,-0.0026219641745523227,0.015308947864314625,0.01639140684201806,0.0821737327568093,0.08264824694226483,0.13088721945886728,0.15360698353346328,-0.00419686793085059,-0.0060177918493136435,0.059156015731745164,0.011553239367360461,0.05875790152311014,-0.000382033252852588,0.016967868745701827,0.09295175150474268,-0.020900303557225507,0.00714444245291191,0.012754132221563432,0.008565767260975557,-0.021657485739918436,-0.03076641884247775,-0.028516719822376652,0.033331374476025945,0.018967842283370475,0.027703324582382543,0.7572362337525891,0.06951186639983409,-0.008814637479962731,-0.05594432505335369,0.033278202009937884,0.04670414528271372,-0.04345393545769638,-0.07636886733146313,-0.05726953269098741,0.02091373852377568,0.033597078509922045,0.04791628458402003,0.03555424688211652,0.019221624641957955,-0.003029981290843038,0.029210423336129193,0.027393913418064603
ASTHNOW,-0.009984899571009771,-0.005419246940318022,-0.05839720995789977,-0.042285198606887536,-0.02537217137905115,-0.03790069484950206,-0.0025613812190255197,0.08366082035288587,0.003036623365981536,0.01984798593363726,0.013306749249695824,0.01712055086512818,,1.0,0.06424786184855151,0.038803320970099406,0.06810504594575706,0.03183030864890043,0.036532422657936554,0.021153816264562895,-0.0429771979841603,0.006250554828336547,0.026235334489294465,0.02340917129521726,0.0553484510936575,0.01799681338545484,-0.03457655532135617,-0.003924997980601172,0.05928528090825327,0.03458430634043448,0.03093385203868256,0.022475195693135584,0.0468104396832063,0.017771260923973513,0.019876290610527494,0.04363380385071391,0.06325537096547174,0.02896271505949617,0.023016554684397224,0.003320032454515501,-0.008620233062007553,0.03852239863175464,0.02507362765001626,0.03871292010806247,-0.02326406420613006,0.004149957607867056,0.00015510476008353443,0.012238599925776764,0.021958731258510892,0.049904491839719234,0.06103499303277855,-0.0028484021564437966,0.042133807478471945,0.03415361058025771,0.008684103174947888,0.03266807474746938,0.004876351858952682,0.0362945743499089,0.02008167499608286,-0.04893984067033329,0.007663768371343193,-0.006028809552144072,0.00014238276257461539,-0.031163793443631255,-0.018901235683863205,0.0102902019554854,0.020780037283340318,-0.023898171370295717,0.032713653924370915,0.9942663052521473,0.06347779926683435,0.0020859626963019946,-0.09704594644794272,-0.06341091320893916,0.08040554450185185,-0.008993987165095325,-0.05081741081818779,-0.045051240532447454,0.010567287086296482,0.010871437951558875,0.05409008762739119,0.002714963379448366,0.012196446990415893,0.028027509130872857,0.002835410769618413,0.005021887525653354
CHCCOPD3,0.0002761430702620099,0.001425464404262988,-0.09998171297204303,-0.10525901425090362,-0.05768273292273475,-0.10344488227453973,0.06039607449574161,0.057116333122240556,0.008544549073594627,0.1609045933146303,0.14862068645516874,0.19732475176706785,0.21791440051454616,0.06424786184855151,1.0,0.1657732433269253,0.1932218113073351,0.12179350244222413,0.03188869332170123,0.048091559433187624,-0.07929416938216458,0.09805767049356084,0.0984107995696978,0.09015312253434903,0.1427690199146957,0.04862213896724991,-0.19360368894853766,-0.08787405988970357,0.09237132971768794,0.05015724941624056,0.097371979108285,-0.039543350834642,0.004776008073106352,0.055287130856727484,0.02244337010449472,0.02813357114167168,0.060953338258406646,0.10401850158402744,0.009726448782551519,0.035387979540769325,-0.006328298493458603,0.0058606157532824004,0.07626420319135273,0.05204020240386896,-0.011608763820025248,-2.2779127860122748e-05,-0.005109380149221728,0.10775163187004842,0.11640542769696244,0.18072079308170114,0.1500598434076247,-0.22890621178636786,-0.021106770291969983,0.007254771050647961,0.030159787251073978,0.050063640834650515,-0.014722908748764498,0.015283357861852503,0.04823367120209474,-0.046867132945903854,0.013062531316549459,0.018429137794666615,-0.012777838227249639,-0.04546247964862852,-0.031061109162246144,0.002721764477166621,0.039794315793157974,-0.004072988837941544,0.09710901500710326,0.1595228385790614,0.10254513779837844,0.02841682926892192,-0.026409831691213678,-0.07962151815327786,0.030761986345712658,-0.013280357347624385,-0.03169435739486646,-0.021123743103265726,0.051439160576113134,0.07810415789815758,0.07420003149064523,0.08240872111436352,0.1552822216408096,0.1485068007614705,0.024642856022415387,0.023813716385881874
ADDEPEV3,-0.009854286736951977,-0.001616385046756695,-0.10335139188137307,-0.07258646124050801,-0.1834548436290358,-0.08432372486105912,0.09284081972255571,0.04962192777279887,0.02586559658050427,0.11433801304824621,0.1028614604293883,0.13914861357090097,0.17093547440090076,0.038803320970099406,0.1657732433269253,1.0,0.15680233031975516,0.08427011610517818,-0.017898921733556127,0.01629398615238615,-0.01057548658342978,0.06398827357370054,0.08592886619468604,0.1773439879093722,0.11821753381119732,0.027736601819386177,0.004596707536469311,0.002210797316433635,0.054296312707208264,0.023182240711657198,0.010983815603260052,-0.018745504564505275,-0.018682472850133188,0.06521826249649158,0.03824724061163924,0.044065824019811406,0.03277925642609954,0.08991426571948417,0.023901007728166602,0.013606181002883171,-0.005175407477848128,-0.0241726039631667,0.06992295096637731,0.05162100770572358,0.013698159897817055,0.01667379985395919,0.016625112219152992,0.0760191094286758,0.05882792793252339,0.11159473130400857,0.04946563403302134,0.0016397645829541673,-0.01402025089393153,0.11511765516556106,0.02161790192279211,0.07279758005939918,0.012955559438484402,0.012991030014142192,0.2374626031962856,-0.04861297541929294,0.025531230499830075,0.02207829061059532,-0.011358545298702914,-0.044853836525630845,-0.04873551827934653,-0.10310783642206263,0.048378037521938644,0.005368384285163649,0.02284749781875041,0.12268543589200173,0.08263619560018812,0.013971662729887667,-0.09196803089560687,0.051655863641234874,0.061557789239907464,-0.03266011987425368,-0.07301579503556027,-0.0501790465562543,0.03206232156764149,0.03967834690272695,0.08850087489059817,0.07224657424961396,0.06957978208605137,0.015152646708833858,0.044228152589933546,0.04224567102949836
HAVARTH4,-0.005083142218380006,0.004025628557308354,-0.1663700242077682,-0.16374283711424822,-0.07040583652649104,-0.15860704476612855,0.030401155951383377,0.12554931558653684,0.00867223892728127,0.12470875111934702,0.1081179467927743,0.15213481308188384,0.14700784389558796,0.06810504594575706,0.1932218113073351,0.15680233031975516,1.0,0.16644974610329394,0.09574527912816187,0.09619510970217567,-0.21074175699566733,0.07109103091264787,0.09040781252073112,0.08388119264219777,0.20564335274171172,0.010003818812796375,-0.13911874127537213,-0.08790436153706126,0.0818831842390511,0.008620915796270811,0.005529260417265804,-0.04014839729629374,0.07903825227622767,0.03302340703655413,0.01963467550204331,0.05270613044841186,0.1547661349395755,0.1387442667816924,-0.0018815980244361685,-0.0051577743681085345,0.0031717322304074085,0.04862174930726559,0.03823047295234826,0.08109274773060869,-0.09054764604089219,-0.018870399075457452,-0.02739660600258216,0.09309907965427446,0.0801771283765461,0.13528712129641884,0.09127817856649068,-0.13721292988976738,-0.02577832904965671,-0.061664103967398666,0.009242720354778858,0.06137489161277542,-0.028168179677310765,0.0026375067468160456,0.034631779913818946,-0.025232707472972255,0.0001382801792331259,0.05036308940367904,-0.009258293350748674,-0.07758698637090684,-0.08398420010924616,-0.0014746365458120749,0.05416837849624267,-0.029336879678399482,0.1305312450587595,0.10931544358142303,1.0,0.08561393517403211,-0.07652548286251899,-0.2790412294605522,0.07723558846718435,-0.0533797414839471,-0.09963218449026574,-0.09389850899449305,0.11971072416550606,0.0625681854714824,0.07606601395599567,0.06411361351618966,0.09732524295984295,0.0012123059856250866,0.04170371975417672,0.044494844988990756
DIABETE4,-0.006635772848500753,0.003463035459828721,-0.20961212425840042,-0.14051719353168643,-0.06261991571365765,-0.13889814021311742,0.017987884841085728,0.10887473406551787,-0.008826917266562201,0.10994612191953078,0.0851727337001493,0.12865650161091918,0.09813675556116319,0.03183030864890043,0.12179350244222413,0.08427011610517818,0.16644974610329394,1.0,0.05416418973708778,0.04235159875551832,-0.15044523033728613,0.059619198843959546,0.0714473053844643,0.051613108104283066,0.15644578401981943,0.00337561405275601,-0.11275625601862567,-0.09837046721882445,0.06075615280267553,-0.0025652451954031354,0.012692523118040835,0.007025693357682395,0.054811561185008406,0.037166017772360185,0.012122294851601368,0.04814143262277281,-0.008987732819871875,-0.10239526871561479,,,,,,0.06271163633558154,-0.04703903574136054,-0.03837589203525066,-0.0414155271348659,0.03945321255531526,0.033379686194453674,0.11170685332723297,0.06853329170202835,-0.09964090743277405,-0.0028115456712396324,-0.056843159502652764,0.031079967646082514,0.01896403754192549,-0.03307389926720447,0.0026766065139879904,0.0006443669255438621,-0.008541684955098432,-0.0011836237843461772,-0.009320408800840788,0.008032235045235201,-0.12220486445017305,-0.07287642790577673,-0.0006757468834833382,0.024505445082659803,-0.07283175561706619,0.15842751413305525,0.06924460131261852,0.14273150669903872,-0.0025581537527610324,0.005787090922432544,-0.18330760487303985,0.01880097126336406,-0.13789472823970597,-0.16820117706334073,-0.1572610653568014,0.06633457324998457,0.082279654461453,0.07237906433010405,0.0296681678919893,0.05407240610325839,-0.006097179463230827,0.028628983516278732,0.025753072624555007
MARITAL,-0.011853672423351301,0.007832074773096828,0.054095744380886046,-0.007729199504350023,0.08708749102451341,-0.009021055204853478,-0.04164450304803364,0.1211721690488988,-0.02812700725502973,0.04175206867844834,0.038141882606585194,0.035607101666372515,-0.002009649620920666,0.036532422657936554,0.03188869332170123,-0.017898921733556127,0.09574527912816187,0.05416418973708778,1.0,0.33459662437895765,-0.034489514815695864,0.051568794543039795,0.018579371962194294,-0.018755993740620668,0.024992825479106022,0.006685593525817681,-0.02740752285749341,-0.07034509616646688,0.03704497423734376,0.02378918461866096,-0.007364626349597564,0.01461845135771391,0.1451904295617375,0.012958247229268152,-0.008919826280208622,0.015602162545828887,0.18584728117242008,0.05274677195242779,0.0407532627923522,-0.0015132380176261693,0.023984863643616003,0.07516864535335702,0.004052308227281224,0.0521917543061952,-0.09062678323094663,0.03756838370968062,0.025972947020719325,0.005409655270532341,0.005532679248466799,0.010952162242396682,0.01980144905755333,-0.06697222712963738,0.005304565400592267,-0.02289222526896498,-0.056693831890869704,0.051376306189082656,0.007794140613276472,-0.0013824156710598267,-0.1236227577589409,0.06273118780854911,-0.0036600613381591596,0.06764728179824551,-0.05115769116858364,0.047922144637118406,0.037436613647428896,0.11136706849348899,0.1115100986663896,0.034687541863580855,0.044946338015416754,-0.0005354695818563234,0.10136095979746007,0.13486803609986703,-0.004308286314837684,-0.3401923100094852,-0.008072614418079837,-0.029605107651161096,-0.020032010009617966,-0.05290635765187254,0.008457134184842417,-0.0701981066487467,-0.08781467372694153,0.006827299417396803,0.016836255911470987,-0.023448246117538284,0.022452831957118856,0.03409580466277767
RENTHOM1,-0.016102852126113846,0.005621492029621636,0.06912339519806056,0.029402537210018787,0.0937741651185585,0.030918485057711744,-0.009309109594062533,0.10244927453271771,-0.024213407326108657,0.058837585482327696,0.054094485550750436,0.054764290116384576,0.02180724561695266,0.021153816264562895,0.048091559433187624,0.01629398615238615,0.09619510970217567,0.04235159875551832,0.33459662437895765,1.0,0.0029898982785963855,0.1227442640769194,0.05909489076430872,0.019152870828093038,0.045132973152717706,-0.017274366747940785,-0.020864629869645903,-0.04898688871840729,0.04985956951884551,0.017155447840317316,-0.008270816360247546,0.00881958821759685,0.08939703320246613,0.03719158879184656,0.0012350952626350696,0.012644968600155349,0.13780972792283117,0.05439187795827509,0.05009609234903246,-0.0034140474558021065,0.06205608142950173,0.06528458997876277,-0.0001126466753615328,0.08409244793706941,-0.08283754226676807,0.045389186798472356,0.03407725953998101,0.015731870745201094,0.01390177610644873,0.003079391870892292,0.03012432566018423,-0.05594287330472016,0.042772361291139836,-0.04056247755635797,-0.03864618513600542,0.0649152560972843,0.04727338976415079,0.005059370950009292,-0.0843884975434257,0.06749391134677045,0.008659292035212035,0.07320148163235299,-0.027763858572171583,0.06845712749947919,0.05936786779597041,0.09788532602228314,0.15307552820368278,0.05899320873665831,0.023357721225585718,0.009488750079159225,0.07471608725695056,0.12351150220619792,-0.008601013333391073,-0.2404650850910461,-0.013603248337632491,-0.014406508764319129,0.000578500745110807,-0.02649169066067566,0.12198699693080625,-0.018339162892829063,0.012804167427251576,0.04481952467546194,0.0073247059304749835,-0.015417479826632574,0.061981210433359836,0.07104395960931423
EMPLOY1,-0.002524175825048935,0.003387616652617419,0.2398302899637724,0.30083070226940484,0.12938324864557582,0.3521104281735511,0.04657659642167826,-0.12159022868706766,0.10399473535781018,-0.035104884253651276,-0.007895005097714462,-0.04776472290815129,0.0005157864715668106,-0.0429771979841603,-0.07929416938216458,-0.01057548658342978,-0.21074175699566733,-0.15044523033728613,-0.034489514815695864,0.0029898982785963855,1.0,0.05063552845226364,-0.030425186987346593,-0.02316669187332469,-0.1827303852145139,0.010593736018453197,0.2988073752934381,0.14091622201367673,-0.03619991491693164,0.0369975475222636,-0.03525233984165114,0.07309650531204359,-0.15694040458233988,0.10002320241224556,0.010224302061614073,-0.03842444457682849,-0.14057843293803146,-0.06346781650400131,0.0489721441536331,-0.03790228788419247,0.03100067781961674,-0.06642891552151771,-0.03627568045980574,-0.03616080788832061,0.17700685751267212,0.09126339613119468,0.10657312540612408,-0.023551097816464854,-0.034717519430765266,-0.12409440114442256,-0.0709498911069367,0.24257300291422756,0.032643931392651156,0.30235960724374933,-0.030276677511780696,0.014817273932350689,0.09872801620674429,0.0046390709414106,0.07898363540429333,0.03486721652725667,0.029074985822486774,-0.02319426556407272,-0.02439582736134113,0.17194049562686284,0.1452473833607215,0.010924875806673541,0.04684730410193627,0.12242615398565942,-0.20648506362940014,-0.012343117625643961,-0.3071292694851557,-0.09070813385138045,0.0920030290545545,0.4929141132613312,-0.13733974819931133,-0.08498543887680644,-0.021670428166411293,-0.028988487332718707,-0.18508380900864543,-0.10244071250141287,-0.09499083023704313,-0.030036151385366947,-0.11320964922848517,-0.05226526567377428,-0.00903564863952846,-0.010891046447185066
PREGNANT,-0.006008480278098963,0.00840820737672946,0.030171449064099316,0.008033785361644131,0.021030913666678093,0.02973250011918449,0.051334905138376435,0.03994312295546591,-0.004331181284078185,0.0999794091550318,0.1128651078820706,0.10806901691700341,0.06957522532234345,0.006250554828336547,0.09805767049356084,0.06398827357370054,0.07109103091264787,0.059619198843959546,0.051568794543039795,0.1227442640769194,0.05063552845226364,1.0,0.16510230031606066,0.10091318444126192,0.12881324435550112,0.0015085812131150058,0.01098316651436976,0.008419689426701371,0.06349700838885321,0.01407808516657621,0.03527534902359871,0.047850361159315076,0.01499670573449838,0.1003581811040905,0.003270535258316176,-0.00751481638876969,0.019520800576499225,0.0274523243079779,-0.023924373427081418,0.027160759325246163,0.00020492285781024367,-0.02327724172956279,-0.0623836662382787,0.09437903181257573,0.015997774836913694,0.025877616901217877,0.03326317451379272,0.19394872237138583,0.17615882281452652,0.2005280377254582,0.11843135903200631,0.032200809106433,-0.03709252408076558,0.036525285219476025,0.018519600252799175,0.11925885316173798,0.06180139849912249,-0.01291738887195669,0.019494285880737518,0.022492866570288875,0.058687963060603004,-0.009829115522387903,-0.016937439697479257,0.05177062858138736,0.030655167694802442,0.028916882981146728,0.05290501898774148,0.05451297994326099,-0.0012527197434649515,0.037239037545102154,-0.010226419187205455,-0.010731622784384482,-0.0030402771507106983,0.04945285786637926,0.0067464527226547165,-0.0024551197880403877,-0.00047758881870340095,-0.004702502260701749,0.08571468640670242,0.06053177319716843,0.07168219597951492,0.06837288020206855,-0.010323137633908026,0.03944555368522316,0.08610197927130735,0.08590216063929865
BLIND,-0.012186369794450806,-0.0011618722265866136,-0.05891997035828148,-0.0741801543693595,-0.05465424361221763,-0.07654441290600453,0.07929720264888335,0.033912565802333455,0.013334288833794039,0.07355399333558918,0.05835418843316449,0.10107317088954611,0.07715390090237553,0.026235334489294465,0.0984107995696978,0.08592886619468604,0.09040781252073112,0.0714473053844643,0.018579371962194294,0.05909489076430872,-0.030425186987346593,0.16510230031606066,1.0,0.21214615689579863,0.23452135267126248,0.008412271186061696,-0.03932729460236082,-0.01584697281856584,0.0768264731683748,0.0015653713265994253,-0.0011855795665896218,-0.026450804492689304,-0.011028532899338892,0.1092323112686255,0.015618148569063045,0.011676477386229414,0.019943319219780306,0.05132276084630371,0.01906492890561171,0.06357864687581574,0.007231030657220002,0.03272252997882867,0.04897745006659227,0.08171054210027845,0.007429200303088271,-0.02748813944469465,-0.025674566340167262,0.09383004244982031,0.0965545554061124,0.13303007296097102,0.04381254949546869,-0.029677645114716353,0.013039696625327307,0.007104467935287518,0.014375818751427964,0.09492516495432,-0.0050154398154669535,0.006494595910389434,0.08068308959921065,-0.027650083943365465,0.021246064989354004,-0.03512813585095173,-0.00767817991430031,-0.022379785742302993,-0.011943602798615966,-0.0024360946681226178,0.02876161449864452,0.016435924424601307,0.041194488686188725,0.05144643191513082,0.04487482586967758,-0.03141079752225279,-0.012012251725117717,-0.020119899493300432,0.0249592130421308,2.831320334284925e-05,-0.015425070416647384,-0.008552178243418456,0.06860420692940916,0.08038225486073053,0.07386888522771108,0.07332251640054274,0.03383360194586196,0.005258991596018077,0.060717010062652774,0.05586210436989448
DECIDE,-0.006025110313677521,-0.004263112516167387,-0.09580756858364942,-0.09329945475663162,-0.1719788208239959,-0.1279977469698747,0.09544868345213332,0.022964338860114262,0.028845414541012037,0.06101618673954532,0.053738654299071,0.08294792127711874,0.08938802385005433,0.02340917129521726,0.09015312253434903,0.1773439879093722,0.08388119264219777,0.051613108104283066,-0.018755993740620668,0.019152870828093038,-0.02316669187332469,0.10091318444126192,0.21214615689579863,1.0,0.2299586991552612,0.02965338799579499,-0.0017353292816809876,-0.005492007830405773,0.07405406054059889,0.013445847911167222,0.00802189769982944,-0.040790388383817086,-0.04163086848205043,0.09849103475204057,0.03844636769403103,0.024388646118567035,-0.0002255549780550585,0.04673579803492163,0.004349177513848658,0.017035473038060987,-0.001808763917308451,-0.011008074296837374,0.06049616911661153,0.05281613379416062,0.030936693227568257,-0.0107103310920971,-0.007984275507994663,0.1062251375202999,0.07914175909883862,0.10134908356351144,0.060590115859399656,-0.02978286879056439,0.023159168178263852,0.038882812529745424,0.01835502906547454,0.0893686208754963,-0.003948123213111931,0.0056070454854526015,0.1924072737239587,-0.06491512868061855,0.023880793813820342,-0.016618760603276096,-0.013816275496136572,-0.051080828651188154,-0.03732380514758408,-0.05573769367008184,0.02304599291642433,0.0018031308375673586,0.02855923190831532,0.06428091733433874,0.04534179884615745,-0.029643456845748175,-0.022119396814844015,0.047056325816883245,0.024776426631329576,-0.011935581314140992,-0.029662698754823854,-0.014689299194675485,0.04407501203745081,0.09409584354042057,0.09271864944357253,0.09044927380621505,0.052752540690386915,0.005117406258477879,0.06214466291856918,0.05563074264141878
DIFFWALK,-0.012047685200966343,0.0005809014891706142,-0.2483817045031743,-0.29182498475363,-0.1398139346631451,-0.2972836043811822,0.0687905388909974,0.06815816525371401,0.014666657662837349,0.08496010395362606,0.06947335291794064,0.11909601597756903,0.10185165412805698,0.0553484510936575,0.1427690199146957,0.11821753381119732,0.20564335274171172,0.15644578401981943,0.024992825479106022,0.045132973152717706,-0.1827303852145139,0.12881324435550112,0.23452135267126248,0.2299586991552612,1.0,0.018908131543293908,-0.1561099892107098,-0.07218276612092929,0.0994645952617676,0.0029906367694830915,0.03337223430898524,-0.06966216294942955,0.023501676287553848,0.08901388282330684,0.02606219432871403,0.052684136445957805,0.06749902387350687,0.09147353186121492,-0.016030054765497598,0.07638639959385995,-0.03267227128685948,0.0032896012837467883,0.10106955658292631,0.08554142114135835,-0.018662863233234715,-0.05849173686116024,-0.05903356729600686,0.11060349077442502,0.12583153535366753,0.20249078734834008,0.07670930106723203,-0.11096303423046547,0.0058189974216795205,-0.03849700107189086,0.04502282567315942,0.08493023643733862,-0.029449354671612415,0.0025743517357621707,0.11485519238087927,-0.05519658449677483,0.016974093113796065,-0.019197683665506417,-0.005384248798839677,-0.1674983338739107,-0.14052837058912604,-0.043727637369742854,0.030531779575981587,-0.10430854283581163,0.13932201070659114,0.0816639847390347,0.2170670266575114,-0.0037375675054417594,-0.0459991657120716,-0.1458826444007651,0.06283596007304712,-0.08351140392550464,-0.13331050408083853,-0.09588324272918594,0.10520257824652751,0.1310308290035375,0.12297239602196892,0.09889256903795207,0.10744819502773925,0.038375248895592774,0.057976663615722734,0.051323448566049625
LCSFIRST,0.003235262971446731,0.0015100853146991606,-0.05044436187446438,-0.05270021764344939,-0.07312918493796428,-0.052018263215284494,0.015499373431636381,-0.023524318526976156,0.037903015897717426,0.010382053884976188,-0.00571405248163646,0.007555290123770722,0.03252908447132288,0.01799681338545484,0.04862213896724991,0.027736601819386177,0.010003818812796375,0.00337561405275601,0.006685593525817681,-0.017274366747940785,0.010593736018453197,0.0015085812131150058,0.008412271186061696,0.02965338799579499,0.018908131543293908,1.0,0.13575586167977732,-0.14935229971625785,0.01534921386854967,0.010102697071200572,0.0157155641796002,-0.0800761204979528,-0.06730846932335657,0.019674439189381367,0.01311637425899901,-0.010735954883132356,-0.026580034521544966,0.012312621096281841,0.014016211137878739,0.020396285508803538,0.0013498748973206328,-0.016647624705713154,-0.003119786462301744,-0.040731502254548795,0.01340312625496817,-0.0071641384523675935,-0.007636476005589079,0.07472811542228791,0.02408248216642834,0.07752506873586469,0.0886005771484772,-0.2053519301440498,-0.006842662911088937,0.05636681170810322,0.008660323225950445,0.001658232892827406,-0.020108333730007113,-0.015167865313128139,0.048369162820789985,-0.09083274738779433,0.004530847430741229,0.026382125810894573,-0.03015047197494036,-0.04418589074208853,-0.029512834212047017,-0.034561458774302396,-0.009893439179097704,-0.02538154147232755,0.03242985109401293,0.03130662075514402,0.018902888140887517,0.025091446100618312,0.043993574297741714,0.07163197238345206,-0.02785954492855901,-0.03745974673437874,-0.027904868882084335,-0.017747941545739814,-0.04093755536429285,0.09497278631990964,0.009745021117387247,-0.0033172320760130763,0.1309352252199889,0.07056627087123056,-0.006289706845303307,-0.015477821320175111
